video_id,safe_description,near_crash_description,crash_description
000065,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during daytime under snowy conditions with reduced visibility.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 39.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000096,[0s: Dashcam shows vehicle driving on a suburban avenue during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 33.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000100,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 33.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000108,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 36.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000110,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a head-on collision near frame 34.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000113,[0s: Dashcam shows vehicle driving on a highway on-ramp during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under snowy conditions with reduced visibility.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000159,[0s: Dashcam shows vehicle driving on a residential street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a T-bone collision near frame 32.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000160,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 39.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000173,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000176,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a side-swipe collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000177,[0s: Dashcam shows vehicle driving on a highway on-ramp during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a T-bone collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000182,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000191,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a multi-vehicle pileup near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000192,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a side-swipe collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000202,[0s: Dashcam shows vehicle driving on a rural road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a rear-end collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000205,[0s: Dashcam shows vehicle driving on a residential street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000215,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a downtown street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a downtown street during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a multi-vehicle pileup near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000229,[0s: Dashcam shows vehicle driving on a rural road during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a suburban avenue during nighttime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a two-lane highway during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 39.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000247,[0s: Dashcam shows vehicle driving on a suburban avenue during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under snowy conditions with reduced visibility.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a head-on collision near frame 47.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000254,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000255,[0s: Dashcam shows vehicle driving on a suburban avenue during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under snowy conditions with reduced visibility.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 35.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000257,[0s: Dashcam shows vehicle driving on a multi-lane road during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a highway on-ramp during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 49.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000275,[0s: Dashcam shows vehicle driving on a two-lane highway during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 45.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000288,[0s: Dashcam shows vehicle driving on a busy intersection during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 30.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000289,[0s: Dashcam shows vehicle driving on a two-lane highway during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during nighttime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a busy intersection during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a rear-end collision near frame 41.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000304,[0s: Dashcam shows vehicle driving on a rural road during daytime under rainy weather with wet roads. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during daytime under rainy weather with wet roads.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a residential street during daytime under rainy weather with wet roads. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a side-swipe collision near frame 42.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000307,[0s: Dashcam shows vehicle driving on a rural road during daytime under snowy conditions with reduced visibility. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a residential street during daytime under snowy conditions with reduced visibility.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a suburban avenue during daytime under snowy conditions with reduced visibility. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a multi-vehicle pileup near frame 31.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000318,[0s: Dashcam shows vehicle driving on a downtown street during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a multi-lane road during nighttime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a head-on collision near frame 35.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000325,[0s: Dashcam shows vehicle driving on a downtown street during daytime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a highway on-ramp during daytime under clear weather.] [2s: A nearby vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a rural road during daytime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle witnesses a multi-vehicle pileup near frame 42.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
000329,[0s: Dashcam shows vehicle driving on a rural road during nighttime under clear weather. Traffic flows smoothly.] [2s: The vehicle maintains safe following distance. Other vehicles move predictably.] [4s: Journey continues without incident. All traffic signals obeyed and road remains clear.],[0s: A vehicle suddenly swerves into the lane on a busy intersection during nighttime under clear weather.] [2s: The ego vehicle brakes hard and veers to avoid collision. The other vehicle corrects course just in time.] [4s: Both vehicles stabilize. A close call but no actual contact. Traffic resumes normally.],[0s: Dashcam records driving on a multi-lane road during nighttime under clear weather. Traffic appears normal.] [2s: A vehicle suddenly appears. The ego vehicle is involved in a side-swipe collision near frame 40.] [4s: The collision occurs with visible impact. Debris scatters across the road.]
